"Probe Set"	"Gene Symbol"	"UniGene ID"	"Representative Public ID"	"Gene Title=Chromosomal Location"	"CON1"	"CON2"	"CON3"	"CON4"	"BNF1"	"BNF2"	"BNF3"	"BNF4"	"D3T1"	"D3T2"	"D3T3"	"D3T4"	"OLT1"	"OLT2"	"OLT3"	"OLT4"
"1396137_at"	"Zyg11bl"	"Rn.23384"	"BF567873"	"zyg-11 homolog B (C. elegans)-like=chr3p12"	18.85395387	19.22838622	18.56067932	19.45257474	17.81366959	19.03379178	19.30587902	19.30837933	24.08691759	19.57886534	20.0863611	18.77507886	20.06239509	19.46687064	19.46687064	18.86971954
"1374858_at"	"Zyg11bl"	"Rn.23384"	"BF420262"	"Zyg-11 homolog B (C. elegans)-like=chr3p12"	514.206948	312.7449581	273.5902517	334.5654815	339.3724574	271.9389943	305.1358942	295.5769084	326.3181425	269.2897072	229.6068253	289.345197	209.9311705	387.5433455	313.3216394	414.0290085
"1377920_at"	"Sgtb"	"Rn.23400"	"AI413026"	"Small glutamine-rich tetratricopeptide repeat (TPR)-containing, beta=chr2q13"	3.727734532	3.760369929	3.721110563	3.844632282	3.808082682	3.819288503	3.777588095	3.792390342	3.723135798	3.853475766	3.821563681	3.707175945	3.788805349	3.826576177	3.869710825	3.689327103
"1372024_at"	"---"	"Rn.23401"	"AI104846"	"Transcribed locus=---"	436.4211601	291.3873115	204.798437	348.3106101	298.3044971	288.1047084	269.7621703	295.5790121	370.9687064	482.0029827	581.9487371	470.9631122	607.0463988	355.4136145	227.1331716	290.4594194
"1374645_at"	"---"	"Rn.23413"	"AW535233"	"Transcribed locus=---"	8.030464902	8.713038851	7.837931161	8.031474696	7.781682035	7.627402927	7.739114289	7.671603453	8.018966809	7.743386779	7.663403109	7.630371102	8.680312301	7.095647531	7.800836687	7.231646259
"1373565_at"	"Smarca4"	"Rn.23417"	"BE329013"	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4=chr8q13"	251.913499	166.7919811	207.0186001	186.9340922	227.357466	158.746047	190.7434327	242.2607775	199.2977615	184.0642373	231.8316104	188.2985523	213.2702975	230.3757506	156.2794771	238.4285436
"1386982_at"	"Mgat2"	"Rn.2342"	"NM_053604"	"mannoside acetylglucosaminyltransferase 2=chr6q24"	2344.780858	2122.318508	1529.016542	2745.116991	2224.933035	1729.597851	1975.551746	2699.444911	2887.833481	2138.567902	1587.815754	2565.973668	1573.358794	1203.378616	782.9554291	1552.099692
"1377236_at"	"Cdc2l5"	"Rn.23420"	"BF405622"	"Cell division cycle 2-like 5 (cholinesterase-related cell division controller)=chr17q12.1"	40.60937321	37.26387415	53.22516814	41.85175733	32.98301638	22.97327684	31.63936307	25.85648148	25.45175718	21.5599929	18.69382347	21.91328615	23.32998501	35.88115874	32.80089135	35.10827408
"1386164_at"	"Cdc2l5"	"Rn.23420"	"AI170800"	"Cell division cycle 2-like 5 (cholinesterase-related cell division controller)=chr17q12.1"	16.62737079	16.7496656	16.62992411	17.12818821	17.01924145	24.75351669	21.77021656	21.85062062	16.5865691	17.31546879	17.1512347	16.52106791	17.12771774	13.55596438	22.25613432	14.86413884
"1398574_a_at"	"Cdc2l5"	"Rn.23420"	"AI170800"	"cell division cycle 2-like 5 (cholinesterase-related cell division controller)=chr17q12.1"	154.470755	224.6642553	154.4735594	146.6026251	174.7434203	142.2858726	160.5388812	162.9710038	158.2202018	165.6652849	162.0463304	116.7402943	153.5948505	155.4777298	202.7997387	176.3794538
"1374693_at"	"Parp16"	"Rn.23423"	"BM388613"	"poly (ADP-ribose) polymerase family, member 16=chr8q24"	18.60856416	16.8697733	17.98659839	16.31962141	18.88261678	17.67957603	17.93433973	18.70511714	27.47937991	25.68546716	35.54729003	25.72047591	18.60988479	18.94798281	14.7938373	21.34984679
"1387883_a_at"	"Tmsb4x"	"Rn.23434"	"BG668902"	"thymosin, beta 4=chr5q22"	7254.190215	6024.346934	7181.004693	6314.295312	13192.98902	11120.92476	9158.484228	12101.75121	8020.707745	4714.379916	6041.965245	6256.385783	4567.062349	7404.57117	5933.100437	7121.340993
"1372131_at"	"Ubqln2_predicted"	"Rn.23446"	"BF398140"	"ubiquilin 2 (predicted)=chrXq14"	499.4283757	633.1179966	610.2491465	890.3020176	787.4326766	569.4105479	630.2299972	624.0623744	890.6522194	960.8702185	824.0299814	832.2347372	970.9872113	490.183806	537.0819185	873.8038457
"1375439_at"	"Wdr18"	"Rn.23448"	"BF417010"	"WD repeat domain 18=chr7q11"	63.48013385	51.0945308	60.25053459	50.65773314	51.9511904	47.53513811	60.88288703	58.21860081	65.11458814	64.85035698	66.52675692	59.9204465	99.41069583	63.25547944	62.80442756	59.66640928
"1374851_at"	"Ixl_predicted"	"Rn.23452"	"BG376202"	"intersex-like (Drosophila) (predicted)=chr1q21"	257.9009795	187.3197377	191.325835	176.4737616	128.2653828	191.9553818	173.6199349	167.9418001	179.3950642	190.3256319	187.0470763	205.2606707	162.5001622	199.3045788	138.7974979	220.2270372
"1383467_at"	"Epc2_predicted"	"Rn.23462"	"AW918173"	"enhancer of polycomb homolog 2 (Drosophila) (predicted)=chr3q12"	46.09278241	40.98193131	50.26736712	42.81555819	39.73044645	29.69893368	40.84256983	52.51341778	53.94208113	43.23807727	28.22208542	39.34556551	40.15952109	35.75531953	26.11670925	41.10190387
"1397890_at"	"---"	"Rn.23465"	"BE108121"	"CDNA clone IMAGE:7302289=---"	14.5997175	14.29483671	14.19054319	15.08210953	14.48450839	14.17162038	14.43502077	14.44636166	13.59802634	21.94188828	19.28376407	13.93324513	20.68588213	15.34213171	16.9414538	13.3268078
"1377777_at"	"Brd9_predicted"	"Rn.23466"	"BM391018"	"bromodomain containing 9 (predicted)=chr1p11"	24.48983981	20.71221776	20.34535251	21.37786861	25.20118596	23.52947039	20.82512918	28.20626667	26.02353244	20.898754	21.02970367	20.18732502	20.9768328	24.0684945	18.33531617	20.3110326
"1387810_at"	"Keap1"	"Rn.23467"	"BF414210"	"Kelch-like ECH-associated protein 1=chr8q13"	17.38424328	18.97781438	5.16448913	10.10709052	15.95580444	15.57771144	15.82987483	26.80072866	44.98674622	10.61355782	6.863652093	4.625090406	13.44341772	8.950979827	15.86505745	19.47717388
"1382008_at"	"RGD1305628_predicted"	"Rn.23475"	"AI044348"	"Similar to Hypothetical protein 5031404N19 (predicted)=chr11q12"	1429.992346	1186.289335	1221.448245	1029.975054	890.3766232	870.1554266	948.7721534	1159.140057	1347.915049	1350.675113	1328.487723	1075.755149	1020.6182	1329.954201	1202.53045	1529.304442
"1381816_at"	"RGD1305628_predicted"	"Rn.23475"	"BE119617"	"Similar to Hypothetical protein 5031404N19 (predicted)=chr11q12"	5.907314501	5.924477979	4.993897953	6.095495066	6.05964844	5.893783463	5.959663718	5.999888819	10.06905325	5.910001547	7.45055648	8.28314763	6.042103901	6.111347936	5.462689052	8.287864395
"1384619_at"	"---"	"Rn.23477"	"AA858492"	"Transcribed locus, strongly similar to XP_213717.3 PREDICTED: similar to DKFZP586J0619 protein [Rattus norvegicus]=---"	4.012599483	4.066426625	4.042084568	4.121171838	4.110365872	4.045526532	4.080079327	4.118308031	4.035068763	4.44001514	4.118388682	4.061976978	4.168493388	4.263910426	4.228879588	3.991808177
"1391577_at"	"Pgam5"	"Rn.23489"	"BI293450"	"phosphoglycerate mutase family member 5=chr12q16"	319.896718	245.1391296	159.6262088	216.4976407	220.1535128	176.538071	256.9413584	201.3557042	279.0093412	200.2003489	150.7464208	167.5759867	67.06279165	175.5188733	185.3413567	202.7344478
"1378382_at"	"Pgam5"	"Rn.23489"	"AI230014"	"Phosphoglycerate mutase family member 5=chr12q16"	38.4238628	50.27066547	72.83113216	53.2477999	79.37607674	62.45212843	64.15372488	55.25894383	41.09351856	79.53607832	60.17538046	43.84153165	77.12874857	65.8522095	90.67472678	72.89445225
"1378183_at"	"---"	"Rn.23491"	"AW531387"	"Transcribed locus=---"	27.58070511	41.20708576	46.22692045	42.92944978	33.44090783	39.33982555	37.82904692	42.06077419	101.2193318	49.47129095	42.36460357	37.38675256	43.37746694	48.21501293	44.1938853	40.49026699
"1372214_at"	"Mrps33_predicted"	"Rn.2350"	"AI104277"	"mitochondrial ribosomal protein S33 (predicted)=chr4q22"	727.7960157	474.3264093	404.4940158	445.0662305	415.0207965	363.8794022	437.6309335	402.4042023	488.6113235	413.4525038	525.4817923	570.0189537	398.8594502	400.3710285	408.4449136	445.815418
"1378679_at"	"Usp25_predicted"	"Rn.23509"	"BG372484"	"ubiquitin specific protease 25 (predicted)=chr11q11"	1264.134522	912.9005781	797.5935734	953.3715859	1076.653682	591.9296432	802.0461494	765.1131109	714.0649145	609.613141	589.1244034	744.4794737	366.215136	1099.718849	507.7975359	913.7383906
"1394985_at"	"Eea1_predicted"	"Rn.23513"	"BI294752"	"early endosome antigen 1 (predicted)=chr7q13"	317.7887014	536.2316363	460.9054715	486.4894399	548.6614402	347.1205026	476.6825599	451.5850662	546.8987502	639.0530208	267.9888298	318.5698012	584.5666041	399.2189255	512.6699504	720.6334059
"1373405_at"	"---"	"Rn.23514"	"AI410762"	"CDNA clone IMAGE:7373898=---"	502.1294066	331.1428356	318.6198232	355.1674933	432.1150851	153.9469436	451.2385205	388.3362701	449.8595859	237.0934962	258.0797731	338.9501115	184.4089472	511.3499933	376.3120002	459.8912099
"1397847_at"	"---"	"Rn.23514"	"AW921990"	"CDNA clone IMAGE:7373898=---"	30.98094578	25.38469815	25.44575287	25.8993458	25.76031539	25.32280557	25.89714797	26.92121861	26.05341298	26.40434589	26.21313834	25.50951988	29.41047044	25.80988816	26.7295054	25.45890702
"1372787_at"	"Crlz1"	"Rn.23516"	"BE106508"	"charged amino acid rich leucine zipper 1=chr14p22"	960.0344145	767.1689546	833.0050647	788.7073653	645.5283096	533.6953492	620.5821726	649.9896195	412.1544762	383.4309485	363.8186695	364.4893235	368.7359843	615.4579626	396.3739765	373.5480012
"1374420_at"	"RGD1308874"	"Rn.2352"	"BE117936"	"similar to RIKEN cDNA 2310001A20=chr3q41"	1220.412681	953.2810576	1061.189551	869.7177952	773.310357	707.2440333	689.148876	911.6151219	1189.121396	929.5693053	1102.242595	854.2624681	802.7882129	1113.756696	783.5539474	1118.088104
"1374054_at"	"---"	"Rn.23530"	"BE118605"	"Transcribed locus=---"	24.09928018	18.17669664	17.74033354	18.08427622	17.48106185	19.98014033	17.95486641	17.96167782	18.04881164	21.59748367	28.43813434	23.8671475	18.32313452	19.92050193	18.51470462	18.43379509
"1382829_at"	"---"	"Rn.23530"	"AI137187"	"Transcribed locus=---"	161.561838	99.51064432	103.5579158	96.39051557	77.95239302	89.05660441	96.29551223	113.949018	180.661231	76.65044609	91.27028195	130.0288748	27.71058621	41.83603845	70.43217091	90.59364412
"1389419_at"	"---"	"Rn.23543"	"BI296079"	"Transcribed locus, weakly similar to XP_541379.2 PREDICTED: similar to zinc finger protein 91 (HPF7, HTF10) [Canis familiaris]=---"	184.5338062	136.7032966	89.18316562	170.3662095	159.2192023	155.6449664	195.2958108	182.9720596	235.794421	199.5286231	162.8468021	189.5615796	98.66974081	110.109587	95.62546434	159.8341421
"1373196_at"	"Efha2"	"Rn.23547"	"BF404514"	"EF hand domain family, member A2=chr16q12.1"	64.78124344	93.78457486	38.55055371	138.8582777	64.73419013	21.75202056	61.86648842	72.13174712	52.99290313	42.41479456	30.04371888	52.55876845	25.67493746	39.96079494	102.5367325	77.2837455
"1389394_at"	"---"	"Rn.23552"	"AI411809"	"Transcribed locus=---"	806.6877613	688.542662	635.6499366	625.2771758	759.1045712	608.5709304	589.1306369	577.5062036	671.8714833	465.6675099	475.129228	534.2097578	428.9663549	532.5623562	465.60816	511.1906966
"1393613_at"	"RGD1562123_predicted"	"Rn.23557"	"BE117871"	"similar to hypothetical protein (predicted)=chr5q24"	7.715389094	7.82933745	8.16969859	8.465817057	8.179162325	8.127441682	8.00911344	8.243440429	7.785948392	9.758009008	9.813519545	7.969530606	10.29873722	8.883628107	10.15997943	7.981267859
"1369886_a_at"	"Cabp1"	"Rn.23560"	"AJ315761"	"calcium binding protein 1=chr12q16"	7.326218981	7.441445325	7.271593386	7.543668053	7.318623285	7.167626368	7.292828006	7.334220873	9.949141289	8.380755956	7.615252948	7.263351852	7.47797926	7.501739719	7.560742769	7.11274846
"1388428_at"	"Hars2_predicted"	"Rn.23561"	"BF283222"	"histidyl tRNA synthetase 2 (predicted)=chr3q41"	19.20674957	19.56700253	18.92996665	16.75119642	19.59696023	18.94813286	16.6175401	19.38413651	24.03554533	24.86630203	25.10620077	32.89653157	22.51195215	19.46059524	14.2685407	19.26414886
"1379323_at"	"RGD1306304_predicted"	"Rn.23564"	"BE109498"	"similar to hypothetical protein MGC14327 (predicted)=chr3p13"	110.8767279	100.8400094	83.09599957	90.90380468	93.53634549	91.63240246	88.31647687	93.10994648	102.06465	101.1474129	93.42459044	91.81448611	92.17019737	82.98862155	64.46611928	88.59475724
"1398600_at"	"---"	"Rn.23576"	"AW524565"	"Transcribed locus, weakly similar to XP_215059.1 PREDICTED: similar to erythroid differentiation-related factor [Rattus norvegicus]=---"	14.91633207	11.65194294	10.88724631	12.08371596	14.03606358	11.8023912	11.91510705	11.80005926	11.74330333	12.16361636	12.07871858	11.45023325	11.85328196	10.77058945	12.01646336	11.6764052
"1389776_at"	"---"	"Rn.23584"	"BE105589"	"Transcribed locus=---"	267.4779511	217.2228485	174.0221013	187.5243461	181.9517285	185.8875887	161.1799763	153.9313306	185.1725744	192.9438298	230.4504311	308.2026245	189.363414	195.9161701	182.1685223	180.6854215
"1399141_at"	"Clk4"	"Rn.23593"	"BF404428"	"CDC like kinase 4=chr10q22"	740.1206925	584.4735817	485.9873337	539.3715182	511.3241846	379.7861344	528.1653499	367.3615979	488.7866656	569.0717321	574.3170193	560.6696041	442.7303331	359.3284396	343.2406788	476.1354125
"1377357_at"	"---"	"Rn.23597"	"BE106428"	"Transcribed locus=---"	36.06929803	16.0565495	18.42144671	18.92883747	18.88874929	18.2610461	18.56286367	18.72211823	18.15166432	23.56701333	40.16754957	30.11001102	23.58892385	34.96293531	29.73484986	35.60906807
"1392518_at"	"RGD1306591"	"Rn.23598"	"AI577870"	"similar to Protein C22orf5=chr7q34"	183.7694438	127.0273147	204.5810689	145.0480439	147.4081075	160.1446296	167.9565705	177.5267147	108.1388194	143.1581796	137.624731	137.2950964	140.189134	105.8987121	117.665708	129.0981492
"1377893_at"	"LOC690000"	"Rn.2361"	"BM390475"	"similar to CG3740-PA=chr1q22"	124.7679461	73.57648207	78.12560848	76.8931765	70.2983088	59.44434618	72.76711827	70.09856696	44.21999923	56.95054527	54.94623745	66.44308421	70.92329818	70.95925742	71.32334018	69.08070576
"1383850_at"	"LOC690000"	"Rn.2361"	"BF548042"	"Similar to CG3740-PA=chr1q22"	40.68747182	39.77822012	40.39148932	39.85880952	36.35139278	40.09551298	40.79991224	40.67514222	49.30214355	41.58000046	61.07504736	79.06441269	40.79831854	34.39535784	41.46176663	42.01547584
"1389365_at"	"LOC690000"	"Rn.2361"	"AI228291"	"similar to CG3740-PA=chr1q22"	1089.994251	823.4780078	722.1174062	618.1285662	684.7053002	714.5355219	715.4154507	658.4185322	580.8547852	503.8420045	546.0065917	547.1447398	492.6668431	749.1982814	410.8915143	538.2846589
"1398833_at"	"Mbtps1"	"Rn.2362 /// rn.2362"	"NM_053569"	"membrane-bound transcription factor peptidase, site 1 /// membrane-bound transcription factor peptidase, site 1=chr19q12"	517.010569	391.7248327	371.7592608	322.2827349	463.0823687	297.8813139	375.4093257	407.6463861	458.9633022	403.9007196	411.6539993	466.7962393	409.5337463	384.1688564	247.7837561	491.8262783
"1392988_at"	"Nsdhl"	"Rn.23620"	"BF407232"	"NAD(P) dependent steroid dehydrogenase-like=chrXq37"	3801.09506	3769.167569	5089.209371	3724.104601	3274.670015	4123.278004	3959.316849	4399.083042	4284.593975	4820.077608	4307.992073	3717.522014	4876.395888	4261.408736	4695.821846	4289.527543
"1370252_at"	"Nsdhl"	"Rn.23620 /// rn.23620"	"BI282724"	"NAD(P) dependent steroid dehydrogenase-like /// NAD(P) dependent steroid dehydrogenase-like=chrXq37"	137.5522442	137.8547688	136.9197757	139.6885749	139.4333482	159.6116531	138.5372759	138.6395574	137.2071725	147.8489013	133.268744	136.5692198	176.5639786	139.6948193	139.3410378	134.120453
"1392922_at"	"Rap2b"	"Rn.23625"	"BE116619"	"RAP2B, member of RAS oncogene family=chr2q31"	16.8638101	16.66614	18.83417653	18.78743741	30.74319751	17.26184413	20.34620888	23.27537045	17.28124377	17.16461164	15.6696717	17.99199072	16.88375931	16.23913082	17.66770761	17.23566617
"1369614_at"	"Rap2b"	"Rn.23625"	"NM_133410"	"RAP2B, member of RAS oncogene family=chr2q31"	5.474926952	5.576595378	5.607189948	5.689361179	5.635262273	6.527189695	5.628731321	5.685969944	5.568208548	6.165074835	6.058826826	5.466417547	5.871266753	5.682983623	6.11900296	5.468540382
"1385569_at"	"---"	"Rn.23630"	"BF559640"	"Transcribed locus, moderately similar to XP_580018.1 PREDICTED: hypothetical protein XP_580018 [Rattus norvegicus]=---"	8.361238379	11.75272528	11.9753385	12.32094705	22.58216007	12.40638094	12.1621902	11.77466855	72.56686155	114.7224462	26.54808194	18.77526683	107.6446839	12.39195168	12.86511708	12.27906365
"1384117_at"	"RGD1564887_predicted"	"Rn.23632"	"BF555676"	"similar to 9130011E15Rik protein (predicted)=chr1q54"	5.567133938	5.631027646	5.570285174	5.767559591	5.659161569	5.563867228	5.68762943	5.693729517	5.66699092	5.921920915	5.835796759	5.52942356	5.783882042	5.782617472	5.927581303	5.515436827
"1388587_at"	"Ier3"	"Rn.23638"	"AI176519"	"immediate early response 3=chr20p12"	1912.233866	1984.048215	1938.304601	2763.333801	2975.872354	2956.566456	3998.920099	4060.398079	1555.932447	1216.06275	1373.297455	1573.815754	1498.101855	1072.24033	737.5824139	1179.441167
"1378181_at"	"Rpp40"	"Rn.23660"	"BI279714"	"ribonuclease P 40 subunit (human)=chr17p12"	60.35255044	34.32466015	38.04436356	36.16378297	35.70475649	26.64315332	35.40168284	32.4861963	34.84539498	31.75625101	35.78335369	34.50435609	36.01044573	37.12753848	35.85079064	36.50337663
"1383866_at"	"---"	"Rn.23675"	"BI293248"	"Transcribed locus=---"	11.03255619	9.852273898	9.80138104	10.16152054	9.876599032	9.749962155	9.905968017	9.925018559	9.669191599	11.66030724	9.982776605	9.606579505	10.43727029	11.09021786	10.60535358	9.522521037
"1370902_at"	"Akr1b8"	"Rn.23676 /// rn.23676"	"AI233740"	"aldo-keto reductase family 1, member B8 /// aldo-keto reductase family 1, member B8=chr4q22"	15.66056295	14.42252578	19.16956898	19.68795526	41.63599751	17.06874391	19.00558038	37.27080284	12492.77287	14510.4852	14831.49596	10927.73831	12543.78416	46.91839813	23.90789804	73.53810973
"1367666_at"	"Hnrph1"	"Rn.23677"	"NM_080896"	"heterogeneous nuclear ribonucleoprotein H1=chr10q22"	1592.322902	995.1656522	802.3369256	934.5056667	1182.533222	725.0650582	881.8134562	882.24243	1001.079744	883.2714679	777.7351273	962.9222681	654.0948726	771.497066	489.3654469	848.8544923
"1379623_at"	"RGD1309482"	"Rn.23684"	"AA874896"	"similar to chromosome 10 open reading frame 4; similar to putative acid phosphatase F26C11.1=chr1q53"	59.31270207	54.33562549	53.92319661	57.02090915	43.17315561	39.4087106	48.80908198	54.96353536	50.8806227	53.25637929	51.51329398	53.41530303	48.52990541	53.38750893	63.41119918	50.22995627
"1376722_at"	"Nup205_predicted"	"Rn.23694"	"AI409108"	"nucleoporin 205kDa (predicted)=chr4q22"	96.06336197	91.82607147	58.53751352	130.4756323	125.5878258	115.5363209	109.7881006	138.8649774	182.7646593	128.8161949	84.84095269	99.90022914	135.205843	148.1637994	182.8600848	290.9984086
"1383142_at"	"Klhl26_predicted"	"Rn.23695"	"BI289244"	"kelch-like 26 (Drosophila) (predicted)=chr16p14"	18.26406723	18.79936916	19.29680401	19.24751896	19.18926533	24.82038695	19.15619993	18.97149892	18.60972576	20.85667201	19.79171745	18.96479812	19.01873889	19.20446772	19.29053782	18.79705076
"1381970_at"	"Lsm14a_predicted"	"Rn.2370"	"AA945865"	"LSM14 homolog A (SCD6, S. cerevisiae) (predicted)=chr1q21"	845.3790277	534.8043575	454.3812002	608.5074214	537.6650822	430.8069099	514.0486559	463.9078382	525.6737579	372.4049582	348.8849344	423.1494499	447.7635048	533.6317432	409.2771443	524.8572265
"1377905_at"	"Lsm14a_predicted"	"Rn.2370"	"BF417956"	"LSM14 homolog A (SCD6, S. cerevisiae) (predicted)=chr1q21"	125.6655959	76.69730033	72.4446061	77.1576059	99.09859842	55.80119337	73.0243681	76.21981361	127.759728	27.98702879	33.16038707	26.56500222	9.47359786	67.74720837	48.01098358	66.67316468
"1374680_at"	"---"	"Rn.2371"	"AA858731"	"Transcribed locus=---"	74.33277161	60.99820179	60.34898138	60.06382717	65.72010326	60.81953011	68.62507744	55.60925175	74.83769795	66.66720048	68.42685944	87.71545657	63.88311538	54.2192635	67.9926438	63.47106631
"1374831_at"	"Athl1_predicted"	"Rn.23728"	"AI172579"	"ATH1, acid trehalase-like 1 (yeast) (predicted)=chr1q41"	3.366736645	3.377301811	3.353326645	3.453697154	3.435716013	3.360316781	3.409790014	3.416163105	3.361393933	3.550569291	3.471903552	3.347713683	3.434808281	3.446938315	3.474925573	3.328448507
"1371717_at"	"Igsf1"	"Rn.23738"	"AA943135"	"Immunoglobulin superfamily, member 1=chrXq36"	602.6693691	359.9664061	269.8564623	410.7484244	387.8961609	285.8667095	308.672605	348.9827567	271.7006615	170.8255858	266.3494453	255.4842098	193.5509345	303.6107801	252.2148125	292.6691718
"1396411_at"	"Igsf1"	"Rn.23738 /// rn.23738"	"BE117439"	"Immunoglobulin superfamily, member 1 /// Immunoglobulin superfamily, member 1=chrXq36"	20.86828748	12.2418907	11.69881368	13.95647211	17.24916459	11.56835939	12.44800925	11.78400183	12.08385964	13.13892389	10.14760622	13.13971582	8.62943674	12.71056051	11.50840321	10.79573493
"1392650_at"	"Serpina6_mapped"	"Rn.2374"	"AI059349"	"Serine (or cysteine) proteinase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 6 (mapped)=chr6q32"	214.120937	317.5751238	385.4582577	275.7115123	337.7116403	293.5988168	331.2054054	293.1585548	252.9978708	485.7698212	454.9976867	237.2548891	302.0565944	440.5275354	255.7360007	378.2038292
"1373686_at"	"Serpina6_mapped"	"Rn.2374 /// rn.2374"	"AA893495"	"serine (or cysteine) proteinase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 6 (mapped) /// serine (or cysteine) proteinase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 6 (mapped)=chr6q32"	13071.64511	10289.86333	6243.006446	4070.792868	12445.89173	7015.508101	14655.69211	9615.973534	9619.68228	8487.22324	9804.232217	10473.17777	7882.763304	11043.07536	9201.848509	10385.33238
"1389844_at"	"Fkbp4"	"Rn.23741 /// rn.23741"	"BE113154"	"FK506 binding protein 4 /// FK506 binding protein 4=chr4q42"	2072.123894	2217.772891	2392.648462	2169.597431	1526.877124	1913.847524	1761.149114	2120.096048	1690.643816	1485.463138	1837.756501	1414.536717	1935.072601	2851.761806	2496.464783	2687.708069
"1389023_at"	"RGD1311563"	"Rn.23748"	"AI599504"	"similar to Oligosaccharyl transferase 3 CG7748-PA=chr8q32"	4043.377365	3521.613267	3344.420718	3584.25034	2978.650707	2710.519837	2819.27808	2991.574882	4459.483745	4702.007908	4263.395294	4101.22884	3323.468673	3190.4343	2959.967541	3619.486274
"1383631_at"	"RGD1311563"	"Rn.23748"	"BI296244"	"similar to Oligosaccharyl transferase 3 CG7748-PA=chr8q32"	853.9038177	792.1155342	768.090293	739.2578327	578.694613	567.0715438	653.1553442	735.4088566	1284.597154	709.9121479	790.9407214	760.7737339	615.0853064	520.3937334	474.5020971	533.112355
"1393193_at"	"Rpusd2_predicted"	"Rn.23750"	"BF522381"	"RNA pseudouridylate synthase domain containing 2 (predicted)=chr3q35"	181.5828633	100.93197	77.63457447	79.08772017	80.81542903	59.18165629	83.82129991	67.08886851	58.15521934	54.22347788	43.46214133	47.64677729	18.1847565	40.11876302	40.27091804	55.57760751
"1373553_at"	"Top3b_predicted"	"Rn.23773"	"AI233765"	"topoisomerase (DNA) III beta (predicted)=chr11q23"	6.897254661	6.936440485	6.996698283	7.07834768	7.010231654	6.855734511	6.892844122	6.980518001	6.846111789	7.665341558	7.63902885	6.876145964	8.833784872	7.368478366	9.45603735	7.334433715
"1388505_at"	"---"	"Rn.2378"	"BE109642"	"Transcribed locus=---"	34.79138402	20.89213303	25.87520623	22.45894862	72.20701523	53.27408273	44.50033208	30.61433158	29.06568739	20.20926929	26.2317285	34.35669749	22.15362905	27.88851264	21.31750321	24.54427297
"1379876_at"	"Cog7"	"Rn.23781"	"AI407943"	"component of oligomeric golgi complex 7=chr1q36"	143.6231121	152.3532122	150.8593769	151.1326799	153.8134212	142.8438267	153.1865993	128.2627428	150.8593769	168.6164709	137.3186458	132.0666822	152.0988949	160.4971337	164.8533765	175.1303488
"1374607_at"	"---"	"Rn.23786"	"AI599854"	"Transcribed locus, moderately similar to XP_580018.1 PREDICTED: hypothetical protein XP_580018 [Rattus norvegicus]=---"	22.65616375	23.70416351	24.80731098	24.406689	24.06458594	23.73692832	23.92938757	23.48765757	22.28793376	24.10479202	23.84950472	23.31449433	24.33823102	29.51324812	36.45877715	23.22697602
"1367568_a_at"	"Mgp"	"Rn.2379"	"NM_012862"	"matrix Gla protein=chr4q43"	559.7246351	268.8255533	430.866447	196.7903993	1368.561782	574.132376	467.9065211	562.8938864	322.901326	223.2840213	289.1642401	458.4776372	305.5399427	266.3424418	277.0256046	259.9398678
"1379801_at"	"---"	"Rn.23792"	"AI137954"	"Transcribed locus, strongly similar to XP_580017.1 PREDICTED: hypothetical protein XP_580017 [Rattus norvegicus]=---"	5.463470089	3.387178716	3.142612048	3.462680188	3.397348772	3.402180615	3.373817128	3.445598417	3.617388483	3.738784236	3.420168733	3.369059879	3.365896519	3.404562219	3.406505207	3.338152578
"1374892_at"	"Sat2_predicted"	"Rn.23795"	"AI410221"	"spermidine/spermine N1-acetyl transferase 2 (predicted)=chr10q24"	331.4497586	252.4596621	245.9867384	251.7678888	173.4815156	178.0359809	180.3254513	195.5225059	102.1848878	156.5547419	147.2098545	113.2191345	99.23338061	204.6822111	78.66524266	218.0083213
"1374973_at"	"Med25_predicted"	"Rn.23798"	"AA892531"	"mediator of RNA polymerase II transcription, subunit 25 homolog (yeast) (predicted)=chr1q22"	17.08484053	22.71083195	22.49903877	21.04730965	17.64931783	22.49786618	21.21692154	20.85317375	27.22935227	23.38204846	24.24922554	30.38035578	32.00192588	22.97818642	23.08052381	24.15104454
"1370065_at"	"Hpx"	"Rn.2380"	"NM_053318"	"hemopexin=chr1q33"	24497.70092	27637.57165	29713.14365	25190.90304	30320.72648	39794.23605	30288.7288	30237.26099	29423.75517	27724.96695	27194.56013	28286.65887	30510.98785	31314.09469	27953.96733	30093.59017
"1372828_at"	"Msrb2"	"Rn.23802"	"BM389609"	"methionine sulfoxide reductase B2=chr17q12.3"	264.4038663	164.5922221	184.1332554	146.7506223	129.4537194	149.5390889	174.9826614	176.4011434	260.8398923	237.4090712	258.705612	268.5119949	225.4686205	225.5294797	124.1426948	231.3838047
"1377493_at"	"Mto1_predicted"	"Rn.23803"	"BM386301"	"mitochondrial translation optimization 1 homolog (S. cerevisiae) (predicted)=chr8q31"	181.3032235	125.7299224	124.6960189	129.4166194	127.5085256	81.28331905	125.4583646	118.445921	124.2865402	131.1739686	162.8314183	169.3159935	86.10509894	118.5147524	100.9532317	154.4284686
